pct_tl_open_l6m,pct_tl_closed_l6m,tot_tl_closed_l12m,pct_tl_open_l12m,pct_tl_closed_l12m,tot_missed_pmnt,cc_tl,home_tl,pl_tl,secured_tl,unsecured_tl,other_tl,age_oldest_tl,age_newest_tl,time_since_recent_payment,time_since_recent_deliquency,max_delinquency_level,num_deliq_6_12mts,max_deliq_6mts,max_deliq_12mts,num_times_60p_dpd,num_std_12mts,num_sub,num_sub_12mts,num_dbt,num_dbt_12mts,num_lss,recent_level_of_deliq,cc_enq_l12m,pl_enq_l12m,time_since_recent_enq,enq_l3m,netmonthlyincome,time_with_curr_empr,cc_utilization,cc_flag,pl_flag,pct_pl_enq_l6m_of_ever,pct_cc_enq_l6m_of_ever,hl_flag,gl_flag,maritalstatus,education,gender,last_prod_enq2,first_prod_enq2,approved_flag
0.0,0.0,1.0,0.0,0.059,0.0,0.0,0.0,0.0,17.0,0.0,1.0,58.0,15.0,90.0,9.0,82.0,3.0,0.0,52.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,40.0,1.0,25500.0,227.0,0.9224179991711964,0.0,0.0,0.0,0.0,1.0,0.0,Married,OTHERS,M,ConsumerLoan,others,P2
0.0,0.0,0.0,0.333,0.0,1.0,1.0,0.0,1.0,0.0,9.0,0.0,26.0,6.0,32.0,4.0,28.0,1.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,9.0,2.0,10.0,4.0,17000.0,26.0,0.893,1.0,1.0,0.5,0.2,0.0,0.0,Married,GRADUATE,M,PL,ConsumerLoan,P4
0.0,0.143,2.0,0.143,0.286,0.0,0.0,0.0,0.0,5.0,2.0,0.0,32.0,10.0,130.0,15.0,74.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,309.0,0.0,18000.0,30.0,0.4842373642696798,0.0,0.0,0.0,0.0,1.0,0.0,Married,UNDER GRADUATE,M,ConsumerLoan,others,P2
0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,8.0,175.0,18.020738829239157,60.91460088195775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,60000.0,79.0,0.9351392428094466,0.0,0.0,0.0,0.0,1.0,0.0,Single,GRADUATE,F,ConsumerLoan,ConsumerLoan,P2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,104.0,55.0,1627.0,6.962382628595208,41.37951594006102,0.0,0.0,7.9859890447471855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,1.0,19800.0,126.0,0.8985117124966003,0.0,0.0,0.0,0.0,0.0,0.0,Married,12TH,M,others,others,P2
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,12.0,6.0,23.0,9.216866002481297,23.613761201369638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17.0,2.0,15000.0,29.0,0.927,1.0,0.0,0.0,0.0,0.0,0.0,Single,GRADUATE,M,ConsumerLoan,others,P2
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,7.0,65.0,6.53418326044858,7.526042942803276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,1.0,25000.0,100.0,0.9807010963976712,0.0,0.0,0.5,0.0,0.0,0.0,Married,GRADUATE,M,PL,PL,P2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,49.0,42.0,985.0,26.15247645259869,21.05792219562268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,3.0,20000.0,72.0,0.8877214494255989,0.0,0.0,0.0,0.0,1.0,0.0,Married,UNDER GRADUATE,F,others,others,P2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,112.0,112.0,2931.0,7.518676505008369,39.72377697734834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2696.0,0.0,50000.0,146.0,0.1176135767767425,0.0,0.0,0.0,0.0,0.0,1.0,Married,12TH,M,HL,HL,P2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,46.0,46.0,1025.0,31.289758774354443,33.238372035472715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,30000.0,141.0,0.6393457320356825,0.0,0.0,0.0,0.0,0.0,0.0,Married,GRADUATE,M,ConsumerLoan,PL,P3
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.0,8.0,49.0,6.10706551901314,6.487735755582841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,2.0,24000.0,32.0,0.203,1.0,0.0,0.0,0.0,0.0,0.0,Married,POST-GRADUATE,F,ConsumerLoan,CC,P3
0.0,0.0,1.0,0.143,0.071,0.0,0.0,0.0,2.0,12.0,2.0,3.0,160.0,11.0,35.0,24.0,69.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,1.0,358.0,0.0,15000.0,40.0,0.5776699160415139,0.0,1.0,0.0,0.0,1.0,0.0,Married,GRADUATE,F,PL,others,P2
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,4.0,69.6576016628567,14.674450309753883,3.075056074470741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,66.0,2.0,30000.0,126.0,0.9496540847492736,0.0,1.0,1.0,0.0,0.0,0.0,Married,GRADUATE,M,ConsumerLoan,others,P3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,63.0,22.0,62.0,8.0,90.0,3.0,0.0,90.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,1907.0,0.0,30000.0,128.0,0.3332712450611457,0.0,1.0,0.0,0.0,0.0,0.0,Married,GRADUATE,M,ConsumerLoan,ConsumerLoan,P2
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,87.87054089874853,4.760800411963237,4.033739072307525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3783837223431918,122.3207977811348,0.9777808881074008,20000.0,102.0,0.4288201596607011,0.0,0.0,0.0,0.0,0.0,0.0,Single,UNDER GRADUATE,M,others,others,P2
0.111,0.056,3.0,0.111,0.167,2.0,0.0,0.0,0.0,17.0,1.0,11.0,90.0,1.0,48.0,1.0,51.0,0.0,51.0,51.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,51.0,0.3381773361700489,0.3381773361700489,294.4308451621886,1.0076962976711883,21000.0,140.0,0.5828080913474237,0.0,0.0,0.0,0.0,1.0,0.0,Single,SSC,M,others,others,P1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0,15.0,44.0,3.356423322687153,13.025349322953184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,36000.0,169.0,0.5724737959613319,0.0,0.0,0.0,0.0,0.0,0.0,Single,12TH,F,ConsumerLoan,ConsumerLoan,P2
0.077,0.077,1.0,0.231,0.077,2.0,0.0,0.0,0.0,12.0,1.0,1.0,50.0,6.0,84.0,24.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,197.0,0.0,13500.0,32.0,0.637874537282228,0.0,0.0,0.0,0.0,1.0,0.0,Married,12TH,M,others,others,P3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,63.0,54.0,1208.0,18.514028979907973,71.03323079035084,0.0,9.425154259437116,8.657840750580807,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.661381920412657,7.495682456623709,1.9920728806189851,18000.0,245.0,0.6779629591642675,0.0,0.0,0.0,0.0,0.0,0.0,Single,12TH,M,others,others,P2
0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,21.0,21.0,367.0,14.01550085428578,31.01381450508201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,127.0,0.0,45000.0,83.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Married,12TH,F,PL,ConsumerLoan,P2
0.0,0.167,1.0,0.167,0.167,0.0,0.0,0.0,0.0,3.0,3.0,0.0,66.0,7.0,54.0,8.27082075364378,30.432508057314543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,35000.0,125.0,0.9539168429528484,0.0,0.0,0.0,0.0,0.0,0.0,Married,UNDER GRADUATE,M,others,others,P2
0.2,0.2,3.0,0.4,0.6,0.0,0.0,0.0,0.0,1.0,4.0,0.0,23.0,6.0,48.0,13.10380782664225,28.90601125315373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,157.0,0.0,28500.0,73.0,0.8527894063112731,0.0,0.0,0.5,0.0,0.0,0.0,Single,UNDER GRADUATE,M,PL,others,P2
0.429,0.0,0.0,0.714,0.0,1.0,0.0,0.0,0.0,3.0,4.0,1.0,44.0,4.0,51.0,4.0,25.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,24.0,3.0,40000.0,107.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Single,GRADUATE,M,ConsumerLoan,others,P3
0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,91.0,9.0,15.0,3.0,90.0,0.0,25.0,25.0,4.0,9.0,8.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,278.0,0.0,42000.0,100.0,0.5120313530502323,0.0,0.0,0.0,0.0,0.0,0.0,Married,GRADUATE,M,others,others,P1
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,7.0,51.0,16.092052476723424,28.18632732997817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,18.0,5.0,49000.0,33.0,0.5884978142527233,0.0,0.0,1.0,0.5,0.0,0.0,Married,GRADUATE,M,ConsumerLoan,CC,P4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,118.0,82.0,1098.0,35.0,29.0,0.0,4.666959619745396,4.666959619745396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,4.0,2.0,39560.0,126.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Married,UNDER GRADUATE,M,others,others,P4
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,8.0,112.0,8.746582483023921,6.76253291773187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,20000.0,54.0,0.7010546611643614,0.0,0.0,0.0,0.0,0.0,0.0,Married,GRADUATE,M,ConsumerLoan,CC,P2
0.4,0.2,3.0,0.6,0.6,0.0,0.0,0.0,1.0,0.0,5.0,0.0,18.0,3.0,35.0,12.625313012020902,13.675117325616563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,96.0,0.0,15000.0,38.0,0.8025680485752306,0.0,1.0,1.0,0.0,0.0,0.0,Single,SSC,M,ConsumerLoan,PL,P2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,43.0,19.0,197.0,12.70018191975379,61.77788690158318,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,573.0,0.0,19000.0,53.0,0.0165362439809166,0.0,0.0,0.0,0.0,0.0,0.0,Married,12TH,M,ConsumerLoan,others,P1
0.0,0.667,2.0,0.667,0.667,0.0,0.0,0.0,0.0,0.0,3.0,0.0,16.0,9.0,90.0,6.807764225067214,4.231132430805144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273.0,0.0,25000.0,78.0,0.5342259313252857,0.0,0.0,0.0,0.0,0.0,0.0,Married,GRADUATE,M,ConsumerLoan,others,P2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,26.0,24.0,651.0,20.653799183967656,4.964013163305348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,2.0,20000.0,41.0,0.8968448376546309,0.0,0.0,1.0,0.0,1.0,0.0,Married,GRADUATE,M,PL,ConsumerLoan,P4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,148.0,140.0,2116.0,9.382558446356844,58.57828542728088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2529444097574655,0.0,340.5755887820795,0.0,30000.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Married,12TH,M,others,others,P2
0.0,0.0,1.0,0.5,0.5,1.0,0.0,0.0,2.0,0.0,2.0,0.0,39.0,9.0,205.72086365911312,12.901740536882448,20.245557223023905,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,282.0,0.0,35000.0,131.0,0.6456852690563658,0.0,1.0,0.0,0.0,0.0,0.0,Married,12TH,M,PL,PL,P3
0.0,0.0,0.0,0.333,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,170.0,11.0,58.0,3.388217325467493,30.67797302596846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,1.0,45000.0,186.0,0.6559655024118762,0.0,0.0,1.0,0.0,0.0,0.0,Married,PROFESSIONAL,M,PL,others,P1
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,59.23590906346449,5.577369756033053,10.78208571279759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,23000.0,100.0,0.4234121621010326,0.0,0.0,0.0,0.0,0.0,0.0,Single,12TH,M,ConsumerLoan,others,P4
0.089,0.036,6.0,0.179,0.107,6.0,1.0,0.0,0.0,48.0,8.0,10.0,166.0,1.0,32.0,11.0,390.0,1.0,0.0,3.0,13.0,53.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,4.0,28000.0,52.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Married,POST-GRADUATE,M,ConsumerLoan,others,P1
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,15.0,67.86708139740554,8.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.295073836086213,59.81523843880759,0.7049261639137869,39000.0,125.0,0.6544688823872492,0.0,0.0,0.0,0.0,0.0,0.0,Married,12TH,M,others,others,P3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,116.0,116.0,1269.0,13.956345783914273,36.196206728747086,0.0,10.276239851031807,10.276239851031807,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4451996823981007,262.9837262162569,1.780798729592403,19000.0,167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Married,12TH,M,others,others,P2
0.0,0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,14.0,7.0,206.0,13.551782601984378,8.105832191572897,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,521.4526640806197,0.0,20000.0,28.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Single,SSC,M,others,others,P2
0.0,0.5,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,2.0,0.0,12.0,11.0,136.0,5.0,27.0,3.0,27.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,339.0,0.0,15000.0,122.0,0.7814681298753599,0.0,0.0,0.0,0.0,0.0,0.0,Married,SSC,M,others,ConsumerLoan,P2
0.0,0.5,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,2.0,0.0,32.0,13.0,35.0,7.0,54.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,411.0,0.0,28000.0,250.0,0.6319901312301345,0.0,0.0,0.0,0.0,0.0,0.0,Married,SSC,M,ConsumerLoan,ConsumerLoan,P2
0.429,0.143,1.0,0.857,0.143,0.0,0.0,0.0,1.0,0.0,7.0,0.0,14.0,3.0,62.0,7.942803638298519,12.882620854943545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,14.0,1.0,35000.0,85.0,0.5298363599858924,0.0,1.0,1.0,0.0,0.0,0.0,Married,12TH,M,ConsumerLoan,others,P2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,87.0,87.0,1812.3890706758664,33.0,30.0,0.0,9.334254060893404,9.334254060893404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,1.3238742943321329,1.9944405916164212,1.999419924914291,25000.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Married,SSC,M,others,others,P4
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,11.0,145.0,10.149898792003423,18.13696645623284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,339.0,0.0,25000.0,66.0,0.2856077766731902,0.0,0.0,0.0,0.0,0.0,0.0,Single,12TH,M,ConsumerLoan,PL,P2
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,4.0,50.0,5.477688485640663,10.365074339095903,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0,0.0,50000.0,84.0,0.9520909355047328,0.0,0.0,0.0,0.0,0.0,0.0,Married,UNDER GRADUATE,M,others,others,P2
0.25,0.25,2.0,0.375,0.25,4.0,0.0,0.0,0.0,7.0,1.0,1.0,55.0,1.0,37.0,6.906588946355424,21.815559479495093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,70000.0,30.0,0.8420088412495951,0.0,0.0,0.0,0.0,1.0,0.0,Married,12TH,M,ConsumerLoan,others,P2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,152.0,51.0,728.0,25.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,1.0,6.0,75000.0,89.0,0.3250416250651823,0.0,0.0,0.0,0.0,0.0,0.0,Married,12TH,M,ConsumerLoan,CC,P3
0.5,0.0,1.0,0.875,0.125,3.0,0.0,0.0,0.0,0.0,8.0,3.0,18.0,3.0,43.0,13.087510082250784,12.606249831944256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,16.0,2.0,22000.0,63.0,0.7766876667138206,0.0,0.0,0.5,0.0,0.0,0.0,Single,12TH,M,ConsumerLoan,ConsumerLoan,P2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,93.0,52.0,770.0,14.671767938623008,80.05545043089163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,1.0,36000.0,188.0,0.9817674935293244,0.0,0.0,0.0,0.0,0.0,0.0,Married,12TH,M,ConsumerLoan,others,P2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,13.0,59.0,17.603385315455274,21.00402735917836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,376.0,0.0,31000.0,188.0,0.907034249816748,0.0,0.0,0.0,0.0,0.0,0.0,Single,GRADUATE,M,others,others,P2
0.0,0.0,2.0,0.0,0.1,0.0,0.0,0.0,0.0,20.0,0.0,0.0,50.0,14.0,534.0,34.0,44.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,234.97982786507777,0.6731660597010898,12500.0,225.0,0.9644275549060736,0.0,0.0,0.0,0.0,1.0,0.0,Married,SSC,F,others,others,P2
0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,67.0,8.0,75.0,10.418145919903989,12.007021087404365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,2.0,17500.0,53.0,0.8403651637207334,0.0,0.0,1.0,0.0,0.0,0.0,Single,GRADUATE,M,PL,others,P3
0.0,0.0,0.0,0.091,0.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,58.0,7.0,90.0,7.13778715533205,21.93534919110508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,202.0,0.0,37000.0,30.0,0.8251669559238792,0.0,0.0,0.0,0.0,1.0,0.0,Married,12TH,M,PL,PL,P2
0.5,0.286,7.0,0.857,0.5,1.0,0.0,0.0,1.0,9.0,5.0,0.0,100.0,1.0,60.0,2.0,11.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,3.0,4.0,1.0,33000.0,78.0,0.8392871983653012,0.0,1.0,0.667,0.0,1.0,0.0,Married,SSC,M,ConsumerLoan,ConsumerLoan,P2
0.15,0.1,4.0,0.35,0.2,7.0,0.0,0.0,0.0,16.0,4.0,1.0,160.0,2.0,91.0,19.510120825763813,38.196508118064,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,874.0,0.0,20000.0,270.0,0.3099860993057015,0.0,0.0,0.0,0.0,1.0,0.0,Married,UNDER GRADUATE,M,ConsumerLoan,others,P1
0.071,0.143,5.0,0.214,0.357,1.0,0.0,0.0,1.0,1.0,13.0,5.0,40.0,3.0,34.0,2.0,1.0,0.0,1.0,1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,80.0,2.0,22000.0,129.0,0.6304100387814849,0.0,1.0,1.0,0.0,0.0,0.0,Married,GRADUATE,M,PL,others,P2
0.2,0.2,6.0,0.36,0.24,3.0,0.0,3.0,3.0,10.0,15.0,8.0,62.0,4.0,58.0,9.670766984096304,28.309212695346854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,3.0,35000.0,126.0,0.5072314902784634,0.0,1.0,0.444,0.0,0.0,1.0,Married,UNDER GRADUATE,M,PL,others,P3
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,76.0,8.096434075782014,4.928402876088997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,10000.0,45.0,0.3287160333334094,0.0,0.0,1.0,0.0,0.0,0.0,Married,OTHERS,F,PL,ConsumerLoan,P3
0.2,0.2,4.0,0.3,0.4,0.0,0.0,0.0,0.0,8.0,2.0,0.0,38.0,4.0,47.0,10.447942348216111,12.522831379463598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420.0,0.0,40000.0,177.0,0.235127336115425,0.0,0.0,0.0,0.0,1.0,0.0,Married,12TH,M,others,others,P2
0.5,0.0,1.0,0.5,0.25,2.0,0.0,0.0,0.0,2.0,2.0,1.0,58.0,3.0,358.0,24.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,10.0,4.0,18000.0,129.0,1.3556566928605012,0.0,0.0,0.0,0.0,1.0,0.0,Single,GRADUATE,M,ConsumerLoan,others,P4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,167.0,167.0,4506.0,11.246262472050937,81.46746868485893,0.0,0.6186987594478325,19.73232408674221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,27000.0,144.0,0.6767852337214044,0.0,0.0,0.0,0.0,0.0,0.0,Married,UNDER GRADUATE,M,others,ConsumerLoan,P2
0.667,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,10.0,3.0,71.0,13.65735674506728,8.151283045614175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,81.0,1.0,30000.0,13.0,0.8002019444578863,0.0,1.0,1.0,0.0,0.0,0.0,Single,GRADUATE,M,PL,others,P2
0.5,0.125,2.0,0.5,0.25,2.0,0.0,0.0,3.0,2.0,6.0,0.0,24.0,2.0,34.0,3.666635279413952,11.987832037893714,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,11.0,3.0,19000.0,54.0,0.9713472582831802,0.0,1.0,0.875,0.0,0.0,0.0,Single,SSC,M,ConsumerLoan,ConsumerLoan,P4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,17.0,17.0,65.0,12.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,515.0,0.0,38000.0,110.0,0.4954476819572379,0.0,0.0,0.0,0.0,0.0,0.0,Married,GRADUATE,M,others,others,P2
0.25,0.0,1.0,0.5,0.25,0.0,0.0,0.0,0.0,3.0,1.0,1.0,18.0,3.0,98.0,8.946642293002423,73.31988148051357,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.44751473648685,0.3227261378109151,26000.0,182.0,0.753248874066749,0.0,0.0,0.0,0.0,1.0,0.0,Married,OTHERS,F,others,others,P2
0.333,0.667,2.0,1.0,0.667,1.0,0.0,0.0,0.0,1.0,2.0,1.0,11.0,1.0,18.0,5.0,17.0,0.0,17.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,2.0,3.0,30000.0,43.0,0.7700910279091032,0.0,0.0,0.0,0.0,0.0,0.0,Married,OTHERS,M,ConsumerLoan,others,P4
0.333,0.167,2.0,0.5,0.333,1.0,1.0,0.0,1.0,3.0,3.0,2.0,14.0,3.0,37.0,6.727295045062446,42.00905774935666,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,28.0,3.0,35000.0,123.0,1.0,1.0,1.0,0.333,1.0,1.0,0.0,Married,SSC,M,ConsumerLoan,others,P2
